photographer_id,best_confidence,batch_count,batches,website_found,website_found_source,email_found,email_found_source,phone_found,phone_found_source,phone_quarantine_flag,instagram_found,instagram_found_source,facebook_found,facebook_found_source,tiktok_found,tiktok_found_source,pinterest_found,pinterest_found_source,linkedin_found,linkedin_found_source,abn_found,abn_found_source,abn_supplied_unverified,years_in_business,years_in_business_source,service_areas,service_areas_source,notes_combined,grounding_assessment,merge_tier,framing_contagion_risk
PHO-EWDIR-000157,HIGH,5,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_d_inline_concatenated, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2, google_photographers_batch_02",https://www.danlukephotography.com.au/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),hello@danlukephotography.com.au,batch_d_inline_concatenated (HIGH),0414 743 784,batch_d_inline_concatenated (HIGH),REVIEW — phone 0414 743 784 also attributed to 1 other vendor,https://www.instagram.com/danlukephotography/,batch_d_inline_concatenated (HIGH),https://www.facebook.com/DanLukePhotography/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,,https://au.linkedin.com/in/danlukephoto,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,20 years,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),Northmead; Sydney; NSW,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),Own website verifies Dan Luke Photography & Films. Years in business from directory snippet; Facebook/LinkedIn matched to vendor. || Trading name: Dan Luke Photography || Own website verifies Dan Luke Photography & Films. Years in business from directory snippet; Facebook/LinkedIn matched to vendor. || Based Northmead Western Sydney. Award winner WPJA & WEP. Documentary style. Wife Diana is editor. || Trading name: Dan Luke Photography,PHONE:review|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000163,HIGH,3,"1778160704402_photographers_enriched_batch_02_rows_031_060, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://bnphotography.com.au/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,,,https://www.instagram.com/weddingphotographer/,claude_photographers_FINAL_v2 (MEDIUM),,,,,,,,,,,,,,Sydney; NSW,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),"Own website found for Ben Newnam Photography. Contact details/social links not visible in quick search snippets. || Own website found for Ben Newnam Photography. Contact details/social links not visible in quick search snippets. || IG @weddingphotographer confirmed as Ben Newnam, Sydney. Down-to-earth candid style. No own website found.",SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000165,HIGH,3,"batch_f_inline_30vendors, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://davidbailey.com.au/,batch_f_inline_30vendors (HIGH),david@davidbailey.com.au,batch_f_inline_30vendors (HIGH),0419 624 959,batch_f_inline_30vendors (HIGH),REVIEW — phone 0419 624 959 also attributed to 1 other vendor,https://www.instagram.com/davidbaileyphotography/,batch_f_inline_30vendors (HIGH),,,,,,,,,,,,,,Ballarat; Victoria,claude_photographers_FINAL_v2 (HIGH),Trading name: David Bailey Ballarat || No own website found quickly for exact David Bailey - Ballarat Photography match. Left found fields blank to avoid misidentification. || Photographer David Bailey. Based Ballarat VIC. Dual photographer option available. Also offers photography training.,PHONE:review|EMAIL:name_derived|IG:not_obvious|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000166,HIGH,3,"batch_f_inline_30vendors, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://candidcaptures.com.au/,batch_f_inline_30vendors (HIGH),hello@candidcaptures.com.au,batch_f_inline_30vendors (HIGH),0412 653 282,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0412 653 282 attributed to 3 different vendors across batches,https://www.instagram.com/candidcapturesweddings/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/candidcaptures.com.au,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,Since 2012 (13 years),claude_photographers_FINAL_v2 (HIGH),Melbourne; VIC,claude_photographers_FINAL_v2 (HIGH),Trading name: Candid Captures || No own website/social confidently located quickly; search polluted by generic “candid” results. Found fields left blank. || Photographer Jeannine. Email from IG profile. LGBTQIA+ friendly. 35mm film option. Packages from $350/hr.,PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000169,HIGH,3,"batch_f_inline_30vendors, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://loveandother.com.au/,batch_f_inline_30vendors (HIGH),hello@loveandother.com.au,batch_f_inline_30vendors (HIGH),1300 797 140,batch_f_inline_30vendors (HIGH),SUSPECT — phone 1300 797 140 attributed to 3 different vendors across batches,https://www.instagram.com/loveandotherphotography/,batch_f_inline_30vendors (HIGH),,,,,,,,,,,,Since 2013,claude_photographers_FINAL_v2 (HIGH),Melbourne; Victoria,claude_photographers_FINAL_v2 (HIGH),Trading name: Love & Other || Only directory and related-person site located quickly; no confirmed own Love & Other Photography domain found. Found fields left blank; possible Kyla/Marc Scarborough association needs second-pass verification. || Based Armadale. Premium wedding photography and video since 2013. No email/social in snippets.,PHONE:reject|EMAIL:generic_pattern|IG:not_obvious|WEB:distinctive|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000170,HIGH,4,"batch_f_inline_30vendors, big_csv_filtered_only_enriched, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://twentyonestudio.com.au/,batch_f_inline_30vendors (HIGH),info@twentyonestudio.com.au,batch_f_inline_30vendors (HIGH),0414 743 784,batch_f_inline_30vendors (HIGH),REVIEW — phone 0414 743 784 also attributed to 1 other vendor,https://www.instagram.com/twentyonestudio/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/twentyonestudiomelb/,big_csv_filtered_only_enriched (HIGH),,,,,,,,,,,,Bundoora; Melbourne; interstate; VIC,big_csv_filtered_only_enriched (HIGH),"Trading name: Twenty One Studio || Own website found; site identifies Twenty One Studio, Melbourne wedding photographer, led by Tuan Nguyen. Contact/blog snippets verify Bundoora address and Instagram handle. || Own website found; site identifies Twenty One Studio, Melbourne wedding photographer, led by Tuan Nguyen. Contact/blog snippets verify Bundoora address and Instagram handle. || Website confirmed. Based Bundoora. No email/social in snippets.",PHONE:review|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000172,HIGH,4,"batch_f_inline_30vendors, big_csv_filtered_only_enriched, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://leanneboyd.com.au/,batch_f_inline_30vendors (HIGH),hello@leanneboyd.com.au,batch_f_inline_30vendors (HIGH),0410 709 409,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0410 709 409 attributed to 8 different vendors across batches,https://www.instagram.com/leanneboydphotography/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/leannewhitelyphotography/,big_csv_filtered_only_enriched (HIGH),,,,,,,,,,,,Bright; Northern Victoria; High Country; VIC,big_csv_filtered_only_enriched (HIGH),"Trading name: Leanne Boyd Photo || Own website found with phone and Bright/Northern Victoria wedding photography. Facebook profile found; no email located quickly. || Own website found with phone and Bright/Northern Victoria wedding photography. Facebook profile found; no email located quickly. || Based Bright VIC. Phone from Facebook page. Weddings from $1,200. 10.6K Facebook page followers. Also portraits, newborns, commercial.",PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000174,HIGH,4,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_d_inline_concatenated, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://www.nickweddingphotocinema.com.au/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),nick@nickweddingphotography.com.au,batch_d_inline_concatenated (HIGH),0406 666 333,batch_d_inline_concatenated (HIGH),,https://www.instagram.com/nickweddingphotography/,batch_d_inline_concatenated (HIGH),https://www.facebook.com/people/Nick-Photography-Videography/100066826333264/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,over 25 years,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),Yagoona; Sydney and beyond; NSW,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),"Own website found and matches Nick Wedding Photography and Cinematic. Years/service areas corroborated by directory snippets; no direct phone/email found quickly on own source snippets. || Trading name: Nick Wedding Photo || Own website found and matches Nick Wedding Photography and Cinematic. Years/service areas corroborated by directory snippets; no direct phone/email found quickly on own source snippets. || Email from privacy policy on website. Based Caldwell Parade Yagoona NSW 2199. Includes drones, live streaming.",PHONE:ok|EMAIL:name_derived|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000177,HIGH,2,"1778160704402_photographers_enriched_batch_02_rows_031_060, claude_photographers_FINAL_v2",https://www.pannilaphotography.com/,claude_photographers_FINAL_v2 (HIGH),info@pannilaphotography.com,claude_photographers_FINAL_v2 (HIGH),0418 132 222,claude_photographers_FINAL_v2 (HIGH),,https://www.instagram.com/pannilaphotography/,claude_photographers_FINAL_v2 (HIGH),https://www.facebook.com/PannilaPhotography/,claude_photographers_FINAL_v2 (HIGH),,,https://www.pinterest.com/pannilaweddings/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,Sydney; surroundings,claude_photographers_FINAL_v2 (HIGH),No own website or direct vendor social located quickly; only directory profiles found. Found fields left blank. || Email and phone from website footer. Based Strathfield. Customisable packages. Also pannilaweddings.com (IG @pannilaweddings).,PHONE:ok|EMAIL:generic_pattern|SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-EWDIR-000181,HIGH,1,chatgpt_batch_04_rows_091_120,,,,,,,,,,,,,,,,,,,,,,,Pyrmont; NSW,chatgpt_batch_04_rows_091_120 (HIGH),Pre-existing own website_known retained; _found fields left blank per instruction not to overwrite known fields. Source/audit added from known own domain.,SOURCES:1,"YELLOW — single source, all signals from one LLM",
PHO-EWDIR-000185,HIGH,4,"1778160704402_photographers_enriched_batch_02_rows_031_060, abn_sweep_batch_NO_ABNS, batch_d_inline_concatenated, claude_photographers_FINAL_v2",https://oscarcolman.com/,abn_sweep_batch_NO_ABNS (HIGH),hello@oscarcolman.com,abn_sweep_batch_NO_ABNS (HIGH),0432 026 099,batch_d_inline_concatenated (HIGH),SUSPECT — phone 0432 026 099 attributed to 6 different vendors across batches,https://www.instagram.com/oscarcolmanweddings/,batch_d_inline_concatenated (HIGH),https://www.facebook.com/OscarColmanPortraitStudio/,claude_photographers_FINAL_v2 (HIGH),,,,,https://www.linkedin.com/in/oscar-colman/,claude_photographers_FINAL_v2 (HIGH),,,"28 626 052 143 [CHECKSUM_FAILS,DUPLICATE_VENDOR] from:chatgpt_deep_sweep_1",15+ years (since 2009),claude_photographers_FINAL_v2 (HIGH),Sydney; Byron Bay; Destination,abn_sweep_batch_NO_ABNS (HIGH),"No own website/social found quickly. Directory snippets indicate 15+ years and service areas, but direct-source rule prevents populating website/social fields. || Trading name: Oscar Colman Weddings. ABN provided by LLM was hallucinated (failed ATO checksum) and stripped. || Trading name: Oscar Colman Weddings || Email and phone from Facebook page. Studio at 411/320 Harris St, Pyrmont NSW 2009. Email may be older portrait studio address.",PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|ABN:supplied_quarantined|SOURCES:3+,RED — framing contagion (sourced from known-fabricated batch),"website_found,email_found,service_areas"
PHO-EWDIR-000186,HIGH,3,"batch_f_inline_30vendors, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://moonhoney.com.au/,batch_f_inline_30vendors (HIGH),hello@moonhoney.com.au,batch_f_inline_30vendors (HIGH),,,,https://www.instagram.com/moonhoney_photography/,batch_f_inline_30vendors (HIGH),,,,,,,,,,,,,,Melbourne; Yarra Ranges; Greater Victoria,claude_photographers_FINAL_v2 (HIGH),Trading name: Moon Honey Photography || No own website found quickly. Directory/context says Dandenong Ranges/Melbourne wedding photo/video; found fields left blank due direct-source rule. || Duo Dana and James. Based Upper Ferntree Gully/Dandenong Ranges. Website moonhoney.love. No email/social in snippets.,EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000187,HIGH,4,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_f_inline_30vendors, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://mk-pixels.com.au/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),info@mkpixels.com.au,batch_f_inline_30vendors (HIGH),0403 822 281,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0403 822 281 attributed to 4 different vendors across batches,https://www.instagram.com/mkpixels.wedding/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,,,,,,,,,over 20 years,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),Sydney; Melbourne; Brisbane; Australia; New Zealand; destination weddings,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),Own website found for MK-PIXELS. Instagram handle identified from own-site/blog snippet. Years/service areas partly from directory snippets; main website verifies wedding photography/video brand. || Trading name: MK Pixels || Own website found for MK-PIXELS. Instagram handle identified from own-site/blog snippet. Years/service areas partly from directory snippets; main website verifies wedding photography/video brand. || IG mentioned as @mkpixels.wedding. Lead photographer Masud Khan. 20+ years photography experience.,PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000191,HIGH,3,"batch_f_inline_30vendors, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://evertalefilms.com.au/,batch_f_inline_30vendors (HIGH),hello@evertalefilms.com.au,batch_f_inline_30vendors (HIGH),0421 769 597,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0421 769 597 attributed to 3 different vendors across batches,https://www.instagram.com/evertalefilms/,batch_f_inline_30vendors (HIGH),,,,,,,,,,,,10 years,claude_photographers_FINAL_v2 (HIGH),Melbourne; Geelong; Victoria,claude_photographers_FINAL_v2 (HIGH),Trading name: Evertale Films || No own website found quickly; results mainly directory listings. Found fields left blank due direct-source rule. || Email from EW offer snippet. Lead photographer Andrew. 10+ years experience.,PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000194,HIGH,4,"batch_f_inline_30vendors, big_csv_filtered_only_enriched, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://roccoancora.com/,batch_f_inline_30vendors (HIGH),studio@roccoancora.com,batch_f_inline_30vendors (HIGH),03 9489 3131,batch_f_inline_30vendors (HIGH),,https://www.instagram.com/roccoancora/,batch_f_inline_30vendors (HIGH),,,,,,,,,,,,25 years,claude_photographers_FINAL_v2 (HIGH),Carlton; Melbourne; Yarra Valley; Mornington Peninsula; VIC,big_csv_filtered_only_enriched (HIGH),"Trading name: Rocco Ancora || Own website found; website lists wedding photography and service locations including Melbourne, Yarra Valley and Mornington Peninsula. Social links visible but exact URLs not extracted. || Own website found; website lists wedding photography and service locations including Melbourne, Yarra Valley and Mornington Peninsula. Social links visible but exact URLs not extracted. || 4x AIPP Australian Wedding Photographer of the Year. Nikon Ambassador. Italian born. Team: Rocco and Tanya. 13K IG followers.",PHONE:ok|EMAIL:other|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000199,HIGH,2,"chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://www.evermoreweddings.com.au/,claude_photographers_FINAL_v2 (HIGH),hello@evermoreweddings.com.au,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,,,,,,,,,,Melbourne; Sydney; worldwide,claude_photographers_FINAL_v2 (HIGH),No own website found quickly. Directory/context only located; found fields left blank to comply with direct-source rule. || Email from website footer. Based Kooyong Melbourne; also Sydney office.,EMAIL:generic_pattern|SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-EWDIR-000206,HIGH,3,"big_csv_filtered_only_enriched, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://www.jotaproductions.com.au/,big_csv_filtered_only_enriched (HIGH),,,,,,,,,,,,,,,,,,,,,Melbourne; surrounding suburbs; VIC,big_csv_filtered_only_enriched (HIGH),Own website found; site describes Jota Productions as Melbourne event/wedding photographer. No direct email/phone located quickly. || Own website found; site describes Jota Productions as Melbourne event/wedding photographer. No direct email/phone located quickly. || Based Melbourne VIC. No own website identified.,SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000209,HIGH,5,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_d_inline_concatenated, claude_photographers_FINAL_v2, google_photographers_batch_02, google_sweep_2_NO_ABNS",https://whimsyandwonder.com.au/,batch_d_inline_concatenated (HIGH),hello@whimsyandwonder.com.au,batch_d_inline_concatenated (HIGH),0413 234 405,batch_d_inline_concatenated (HIGH),SUSPECT — phone 0413 234 405 attributed to 7 different vendors across batches,https://www.instagram.com/whimsyandwonder_/,batch_d_inline_concatenated (HIGH),,,,,,,,,,,28 775 320 697 [CHECKSUM_OK] from:google_deep_sweep_2,,,Port Stephens; Medowie; Newcastle; Hunter Valley; Central Coast; Mid North Coast NSW,claude_photographers_FINAL_v2 (HIGH),"No own website/social found quickly. Third-party snippets identify Em Whalan/Whimsy and Wonder Photography in Port Stephens, but found fields left blank unless direct source is later verified. || Trading name: Whimsy and Wonder || Photographer Em Whalan. Based Medowie NSW. Soulful documentary style. Specialises weddings, branding, family, birth photography. || Trading name: Whimsy and Wonder || Trading name: Whimsy and Wonder. Source batch had hallucinated ABNs (11/13 failed ATO checksum, 5 duplicated across vendors) — ABNs stripped.",PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|ABN:supplied_quarantined|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000210,HIGH,3,"big_csv_filtered_only_enriched, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://www.ashhughesphotos.com/,big_csv_filtered_only_enriched (HIGH),contact@ashhughesphotos.com,claude_photographers_FINAL_v2 (HIGH),,,,https://www.instagram.com/ashhughesweddings/,big_csv_filtered_only_enriched (HIGH),https://www.facebook.com/ashhughesweddings/,big_csv_filtered_only_enriched (HIGH),,,,,,,,,,,,Queensland; Victoria; Geelong; Bellarine; Great Ocean Road; Australia-wide,big_csv_filtered_only_enriched (HIGH),Own website and wedding social profiles located; website has weddings/elopements sections and travel galleries. No email/phone found quickly. || Own website and wedding social profiles located; website has weddings/elopements sections and travel galleries. No email/phone found quickly. || Photographer Ash Hughes. Based Torquay VIC (and QLD). 13K IG followers. Also @ashhughesweddings IG. Ex-accountant turned photographer.,EMAIL:generic_pattern|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000214,HIGH,2,"chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://bellemartinphoto.com/,claude_photographers_FINAL_v2 (HIGH),,,,,,https://www.instagram.com/bellemartinphoto/,claude_photographers_FINAL_v2 (HIGH),https://www.facebook.com/bellemartinphoto/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,9+ years,claude_photographers_FINAL_v2 (HIGH),Melbourne; Yarra Valley; Macedon Ranges; Bellarine Peninsula; Geelong; Surf Coast; VIC,claude_photographers_FINAL_v2 (HIGH),"No confirmed own website/social found quickly. Name appears in expo/vendor context but no direct source; found fields left blank. || Photographer Belle Martin. Based Werribee/Geelong area VIC. 300+ weddings. Packages $2,895–$3,575. Candid documentary style.",SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-EWDIR-000215,HIGH,3,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_f_inline_30vendors, claude_photographers_FINAL_v2",https://btcreative.com.au/,batch_f_inline_30vendors (HIGH),hello@btcreative.com.au,batch_f_inline_30vendors (HIGH),0416 285 447,batch_f_inline_30vendors (HIGH),REVIEW — phone 0416 285 447 also attributed to 1 other vendor,https://www.instagram.com/bt.creative/,batch_f_inline_30vendors (HIGH),,,,,,,,,,,,,,Central Coast NSW; NSW; interstate; worldwide,claude_photographers_FINAL_v2 (HIGH),"No own website/social found quickly due ambiguous BT search results. Directory snippets identify BT Creative led by Beau, but found fields left blank under direct-source rule. || Trading name: BT Creative || Led by Beau. Based Morisset NSW Central Coast. Calm storytelling style. Photo + film.",PHONE:review|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000216,HIGH,2,"abn_sweep_batch_NO_ABNS, gemini_photographers_batch_01",https://helloheartstrings.com.au/,abn_sweep_batch_NO_ABNS (HIGH),,,,,,https://www.instagram.com/hello.heartstrings/,gemini_photographers_batch_01 (HIGH),,,,,,,,,,,"48 642 095 216 [CHECKSUM_FAILS,DUPLICATE_VENDOR] from:chatgpt_deep_sweep_1",,,Central Coast; Newcastle,abn_sweep_batch_NO_ABNS (HIGH),Trading name: Hello Heartstrings. ABN provided by LLM was hallucinated (failed ATO checksum) and stripped. || Sydney/Central Coast.,IG:guessable_from_name|WEB:matches_name|ABN:supplied_quarantined|SOURCES:2,RED — framing contagion (sourced from known-fabricated batch),"website_found,service_areas"
PHO-EWDIR-000221,HIGH,3,"1778160704402_photographers_enriched_batch_02_rows_031_060, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://www.giuseppinadesigns.com/weddings/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),CREATIVE.GIUSEPPINADESIGNS@gmail.com,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,https://www.instagram.com/giuseppinadesigns/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,,,,,,,,,,,Sydney; Smithfield; NSW,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),"Own website wedding page found for Giuseppina Designs/Photography; email and Instagram shown on page snippet. State/location aligned with known Smithfield NSW Google address. || Own website wedding page found for Giuseppina Designs/Photography; email and Instagram shown on page snippet. State/location aligned with known Smithfield NSW Google address. || Documentary style, calm presence. Only found on EW Sydney page. Own website not identified from searches.",EMAIL:other|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000225,HIGH,4,"batch_f_inline_30vendors, big_csv_filtered_only_enriched, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://rebeccafarley.com.au/,batch_f_inline_30vendors (HIGH),hello@rebeccafarley.com.au,batch_f_inline_30vendors (HIGH),0424 163 118,batch_f_inline_30vendors (HIGH),,https://www.instagram.com/rebeccafarleyphotography/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/rebeccafarleyphotography/,big_csv_filtered_only_enriched (HIGH),,,,,,,,,,,,Yarram; Gippsland; Rosedale; Maffra; Squeaky Beach; VIC,big_csv_filtered_only_enriched (HIGH),Trading name: Rebecca Farley || Own website found; email/phone also visible via regional profile listing and consistent with own domain. Social profiles located. || Own website found; email/phone also visible via regional profile listing and consistent with own domain. Social profiles located. || Photographer Rebecca (Bec) Farley. Address: 164 Buckleys Island Rd Yarram VIC 3971. AIPP accredited. Award-winning.,PHONE:ok|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000226,HIGH,4,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_d_inline_concatenated, claude_photographers_FINAL_v2, google_sweep_2_NO_ABNS",https://wandererandthewild.com/,batch_d_inline_concatenated (HIGH),hello@wandererandthewild.com,batch_d_inline_concatenated (HIGH),,,,https://www.instagram.com/wandererandthewild/,batch_d_inline_concatenated (HIGH),,,,,,,,,,,,,,Northern NSW; Tweed Coast; Byron Bay; Gold Coast,claude_photographers_FINAL_v2 (HIGH),"No own website/social found quickly. Directory snippets identify Chantel/Wanderer And The Wild in Casuarina, but no direct vendor source verified. || Trading name: Wanderer And The Wild || Photographer Chantel Cheah-Hastings. Solo operator. Based Casuarina beach, Northern NSW. Natural light only. || Trading name: Wanderer & The Wild. Source batch had hallucinated ABNs (11/13 failed ATO checksum, 5 duplicated across vendors) — ABNs stripped.",EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000230,HIGH,4,"batch_f_inline_30vendors, big_csv_filtered_only_enriched, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://bibophotography.com.au/,batch_f_inline_30vendors (HIGH),hello@bibophotography.com.au,batch_f_inline_30vendors (HIGH),0407 101 228,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0407 101 228 attributed to 3 different vendors across batches,https://www.instagram.com/bibophotography/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/ballarat.melbourne.wedding.photography/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,25 years,claude_photographers_FINAL_v2 (HIGH),Ballarat; Bendigo; Geelong; Daylesford; Victoria,claude_photographers_FINAL_v2 (HIGH),"Trading name: Bibo Photography || Own Facebook/Instagram located for Bibo Photography Ballarat; no own website found quickly. Phone appears in third-party snippets only, so not copied into phone_found. || Own Facebook/Instagram located for Bibo Photography Ballarat; no own website found quickly. Phone appears in third-party snippets only, so not copied into phone_found. || Photographer Rebecca. Address: Alfredton VIC 3138. 25+ years experience. Always 2 photographers at weddings. Email and phone from website.",PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000237,HIGH,2,"1778160704402_photographers_enriched_batch_02_rows_031_060, claude_photographers_FINAL_v2",https://www.annabarberphotographics.com.au/,claude_photographers_FINAL_v2 (HIGH),,,,,,https://www.instagram.com/annabarber.photographics/,claude_photographers_FINAL_v2 (HIGH),https://www.facebook.com/annabarberphotographics/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,10+ years,claude_photographers_FINAL_v2 (HIGH),Woodburn; Northern Rivers NSW; Byron Bay; Ballina; Lismore; Yamba,claude_photographers_FINAL_v2 (HIGH),"No own website verified quickly. Third-party snippets identify Anna Barber Photographics in Woodburn/Northern Rivers and 10 years in sector, but found fields left blank under direct-source rule. || Address: 2 Cooper St Woodburn NSW 2472. Natural light + studio. Based Northern Rivers NSW. 4.2K Facebook followers.",SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
